course_title,domain,level,course_type,schedule,course_url,duration,rating
IBM Data Warehouse Engineer Professional Certificate,Computer Science,Beginner level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/data-warehouse-engineering,3 months at 10 hours a week,4.7
AI in Healthcare Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/ai-healthcare,1 months at 10 hours a week,4.7
Generative AI Fundamentals Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/generative-ai-for-everyone,1 months at 5 hours a week,4.7
Generative AI for Software Developers Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/generative-ai-for-software-developers,1 months at 10 hours a week,5
Prompt Engineering for ChatGPT,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/prompt-engineering,18 hours (approximately),4.8
IBM Introduction to Machine Learning Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/ibm-intro-machine-learning,2 months at 10 hours a week,4.7
Learn SQL Basics for Data Science Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/learn-sql-basics-data-science,2 months at 10 hours a week,4.5
"Start the UX Design Process: Empathize, Define, and Ideate",Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/start-ux-design-process,22 hours (approximately),4.8
Linear Algebra for Machine Learning and Data Science,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-linear-algebra,29 hours (approximately),4.5
DevOps on AWS Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/aws-devops,1 months at 10 hours a week,4.7
Reinforcement Learning Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/reinforcement-learning,2 months at 10 hours a week,4.8
Data Analysis and Presentation Skills: the PwC Approach Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/pwc-analytics,2 months at 10 hours a week,4.7
Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,Computer Science,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,3 months at 10 hours a week,4.3
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Computer Science,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/deep-neural-network,23 hours (approximately),4.9
TensorFlow: Advanced Techniques Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/tensorflow-advanced-techniques,2 months at 10 hours a week,4.8
UI / UX Design Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/ui-ux-design,2 months at 10 hours a week,4.7
AI for Medicine Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/ai-for-medicine,2 months at 10 hours a week,4.7
Applied Data Science with R Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/applied-data-science-r,2 months at 10 hours a week,4.5
Data Visualization with Tableau Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/data-visualization,1 months at 10 hours a week,4.5
Preparation for CompTIA A+ Certification Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/preparation-comptia-certification,1 months at 10 hours a week,4.9
Sound the Alarm: Detection and Response,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/detection-and-response,24 hours (approximately),4.8
Build Wireframes and Low-Fidelity Prototypes,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,17 hours (approximately),4.9
Convolutional Neural Networks,Computer Science,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/convolutional-neural-networks,35 hours (approximately),4.9
Structuring Machine Learning Projects,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-projects,6 hours (approximately),4.8
Scrum Master Certification Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/learnquest-certified-scrum-master,1 months at 10 hours a week,4.7
Sequence Models,Computer Science,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/nlp-sequence-models,29 hours (approximately),4.8
FPGA Design for Embedded Systems Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/fpga-design,2 months at 10 hours a week,4.5
Self-Driving Cars Specialization,Computer Science,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/self-driving-cars,3 months at 10 hours a week,4.7
Google Data Analytics Capstone: Complete a Case Study,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/google-data-analytics-capstone,11 hours (approximately),4.8
Game Theory,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/game-theory-1,Approx. 17 hours to complete,4.6
Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,Computer Science,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/azure-data-scientist,2 months at 10 hours a week,4.4
Machine Learning for Trading Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/machine-learning-trading,1 months at 10 hours a week,3.9
IBM z/OS Mainframe Practitioner Professional Certificate,Computer Science,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/ibm-z-mainframe,1 months at 10 hours a week,4.7
Calculus for Machine Learning and Data Science,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-calculus,25 hours (approximately),4.8
Put It to Work: Prepare for Cybersecurity Jobs,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,18 hours (approximately),4.8
Fundamentals of Graphic Design,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/fundamentals-of-graphic-design,15 hours (approximately),4.8
User Experience Research and Design Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/michiganux,2 months at 10 hours a week,4.8
Probability & Statistics for Machine Learning & Data Science,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-probability-and-statistics,33 hours (approximately),4.6
Creating Business Value with Data and Looker Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,1 months at 10 hours a week,4.7
Create High-Fidelity Designs and Prototypes in Figma,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/high-fidelity-designs-prototype,29 hours (approximately),4.8
Introduction to Data Engineering,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-data-engineering,12 hours (approximately),4.7
Everyday Excel Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/everyday-excel,1 months at 10 hours a week,4.7
Health Informatics Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/health-informatics,1 months at 10 hours a week,4.4
Microsoft Windows Defender and Firewall for Beginners,Computer Science,Beginner level,Guided Project,,https://www.coursera.org/projects/microsoft-windows-defender-and-firewall-for-beginners,2 hours,4.2
Learning How to Learn: Powerful mental tools to help you master tough subjects,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/learning-how-to-learn,Approx. 15 hours to complete,4.8
"GIS, Mapping, and Spatial Analysis Specialization",Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,2 months at 10 hours a week,4.9
Build Dynamic User Interfaces (UI) for Websites,Computer Science,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/responsive-web-design-adobe-xd,22 hours (approximately),4.8
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Computer Science,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,1 months at 10 hours a week,4.6
Probabilistic Graphical Models  Specialization,Computer Science,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/probabilistic-graphical-models,4 months at 10 hours a week,4.6
Data Visualization with Python,Computer Science,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/python-for-data-visualization,19 hours (approximately),4.5
Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization,Computer Science,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering,1 months at 10 hours a week,4.8
